plan_id,plan,jugadores,nivel,duracion_sesion_min,dia,sesion,orden,tipo,ejercicio_id,ejercicio,minutos,descripcion
PAREJA-INTERMEDIO-60,Pareja · intermedio · 60 min,2,intermedio,60,1,Sesión completa A · trabaja todas las áreas,2,ejercicio,PAR-05,Espejo con balón,5,Espejo con balón
PAREJA-INTERMEDIO-60,Pareja · intermedio · 60 min,2,intermedio,60,1,Sesión completa A · trabaja todas las áreas,3,ejercicio,PAR-03,Pared y devolución,5,Pared y devolución
PAREJA-INTERMEDIO-60,Pareja · intermedio · 60 min,2,intermedio,60,1,Sesión completa A · trabaja todas las áreas,4,ejercicio,PAR-04,Control cruzado,5,Control cruzado
PAREJA-INTERMEDIO-60,Pareja · intermedio · 60 min,2,intermedio,60,1,Sesión completa A · trabaja todas las áreas,5,ejercicio,PAR-14,Reloj de pases,5,Reloj de pases
PAREJA-INTERMEDIO-60,Pareja · intermedio · 60 min,2,intermedio,60,1,Sesión completa A · trabaja todas las áreas,6,ejercicio,PAR-07,Rondo 1 contra 1 con apoyo,5,Rondo 1 contra 1 con apoyo
PAREJA-INTERMEDIO-60,Pareja · intermedio · 60 min,2,intermedio,60,1,Sesión completa A · trabaja todas las áreas,7,ejercicio,PAR-18,Pase al espacio,5,Pase al espacio
PAREJA-INTERMEDIO-60,Pareja · intermedio · 60 min,2,intermedio,60,1,Sesión completa A · trabaja todas las áreas,8,ejercicio,PAR-10,Reacción por dos puertas,5,Reacción por dos puertas
PAREJA-INTERMEDIO-60,Pareja · intermedio · 60 min,2,intermedio,60,1,Sesión completa A · trabaja todas las áreas,9,ejercicio,PAR-09,Finalización con asistencia,5,Finalización con asistencia
PAREJA-INTERMEDIO-60,Pareja · intermedio · 60 min,2,intermedio,60,1,Sesión completa A · trabaja todas las áreas,10,ejercicio,PAR-12,Combinación y tiro,5,Combinación y tiro
PAREJA-INTERMEDIO-60,Pareja · intermedio · 60 min,2,intermedio,60,1,Sesión completa A · trabaja todas las áreas,11,ejercicio,PAR-21,Conducción en espejo con cambios,5,Conducción en espejo con cambios
PAREJA-INTERMEDIO-60,Pareja · intermedio · 60 min,2,intermedio,60,1,Sesión completa A · trabaja todas las áreas,12,vuelta_calma,,,5,"Toques suaves, estiramientos y respiración."
PAREJA-INTERMEDIO-60,Pareja · intermedio · 60 min,2,intermedio,60,2,Sesión completa B · trabaja todas las áreas,1,calentamiento,,,5,"Movilidad, activación y contactos libres con balón, con ambos perfiles."
PAREJA-INTERMEDIO-60,Pareja · intermedio · 60 min,2,intermedio,60,2,Sesión completa B · trabaja todas las áreas,2,ejercicio,PAR-21,Conducción en espejo con cambios,5,Conducción en espejo con cambios
PAREJA-INTERMEDIO-60,Pareja · intermedio · 60 min,2,intermedio,60,2,Sesión completa B · trabaja todas las áreas,3,ejercicio,PAR-08,Desmarque en diagonal,5,Desmarque en diagonal
PAREJA-INTERMEDIO-60,Pareja · intermedio · 60 min,2,intermedio,60,2,Sesión completa B · trabaja todas las áreas,4,ejercicio,PAR-15,Control aéreo y apoyo,5,Control aéreo y apoyo
PAREJA-INTERMEDIO-60,Pareja · intermedio · 60 min,2,intermedio,60,2,Sesión completa B · trabaja todas las áreas,5,ejercicio,PAR-06,Pase entre puertas,5,Pase entre puertas
PAREJA-INTERMEDIO-60,Pareja · intermedio · 60 min,2,intermedio,60,2,Sesión completa B · trabaja todas las áreas,6,ejercicio,PAR-16,Protección con oposición,5,Protección con oposición
PAREJA-INTERMEDIO-60,Pareja · intermedio · 60 min,2,intermedio,60,2,Sesión completa B · trabaja todas las áreas,7,ejercicio,PAR-22,"Ruptura, apoyo y descarga",5,"Ruptura, apoyo y descarga"
PAREJA-INTERMEDIO-60,Pareja · intermedio · 60 min,2,intermedio,60,2,Sesión completa B · trabaja todas las áreas,8,ejercicio,PAR-23,Transición y decisión,5,Transición y decisión
PAREJA-INTERMEDIO-60,Pareja · intermedio · 60 min,2,intermedio,60,2,Sesión completa B · trabaja todas las áreas,9,ejercicio,PAR-19,"Pared, cruce y finalización",5,"Pared, cruce y finalización"
PAREJA-INTERMEDIO-60,Pareja · intermedio · 60 min,2,intermedio,60,2,Sesión completa B · trabaja todas las áreas,10,ejercicio,PAR-12,Combinación y tiro,5,Combinación y tiro
PAREJA-INTERMEDIO-60,Pareja · intermedio · 60 min,2,intermedio,60,2,Sesión completa B · trabaja todas las áreas,11,ejercicio,PAR-05,Espejo con balón,5,Espejo con balón
PAREJA-INTERMEDIO-60,Pareja · intermedio · 60 min,2,intermedio,60,2,Sesión completa B · trabaja todas las áreas,12,vuelta_calma,,,5,"Toques suaves, estiramientos y respiración."
PAREJA-INTERMEDIO-60,Pareja · intermedio · 60 min,2,intermedio,60,3,Sesión completa C · trabaja todas las áreas,1,calentamiento,,,5,"Movilidad, activación y contactos libres con balón, con ambos perfiles."
PAREJA-INTERMEDIO-60,Pareja · intermedio · 60 min,2,intermedio,60,3,Sesión completa C · trabaja todas las áreas,2,ejercicio,PAR-05,Espejo con balón,5,Espejo con balón
PAREJA-INTERMEDIO-60,Pareja · intermedio · 60 min,2,intermedio,60,3,Sesión completa C · trabaja todas las áreas,3,ejercicio,PAR-11,Pases en movimiento paralelo,5,Pases en movimiento paralelo
PAREJA-INTERMEDIO-60,Pareja · intermedio · 60 min,2,intermedio,60,3,Sesión completa C · trabaja todas las áreas,4,ejercicio,PAR-20,Primer toque alterno,5,Primer toque alterno
PAREJA-INTERMEDIO-60,Pareja · intermedio · 60 min,2,intermedio,60,3,Sesión completa C · trabaja todas las áreas,5,ejercicio,PAR-17,Desafío de puertas cronometrado,5,Desafío de puertas cronometrado
PAREJA-INTERMEDIO-60,Pareja · intermedio · 60 min,2,intermedio,60,3,Sesión completa C · trabaja todas las áreas,6,ejercicio,PAR-07,Rondo 1 contra 1 con apoyo,5,Rondo 1 contra 1 con apoyo
PAREJA-INTERMEDIO-60,Pareja · intermedio · 60 min,2,intermedio,60,3,Sesión completa C · trabaja todas las áreas,7,ejercicio,PAR-18,Pase al espacio,5,Pase al espacio
PAREJA-INTERMEDIO-60,Pareja · intermedio · 60 min,2,intermedio,60,3,Sesión completa C · trabaja todas las áreas,8,ejercicio,PAR-10,Reacción por dos puertas,5,Reacción por dos puertas
PAREJA-INTERMEDIO-60,Pareja · intermedio · 60 min,2,intermedio,60,3,Sesión completa C · trabaja todas las áreas,9,ejercicio,PAR-24,Pared y finalización de primeras,5,Pared y finalización de primeras
PAREJA-INTERMEDIO-60,Pareja · intermedio · 60 min,2,intermedio,60,3,Sesión completa C · trabaja todas las áreas,10,ejercicio,PAR-12,Combinación y tiro,5,Combinación y tiro
PAREJA-INTERMEDIO-60,Pareja · intermedio · 60 min,2,intermedio,60,3,Sesión completa C · trabaja todas las áreas,11,ejercicio,PAR-21,Conducción en espejo con cambios,5,Conducción en espejo con cambios
PAREJA-INTERMEDIO-60,Pareja · intermedio · 60 min,2,intermedio,60,3,Sesión completa C · trabaja todas las áreas,12,vuelta_calma,,,5,"Toques suaves, estiramientos y respiración."
PAREJA-AVANZADO-60,Pareja · avanzado · 60 min,2,avanzado,60,1,Sesión completa A · trabaja todas las áreas,1,calentamiento,,,5,"Movilidad, activación y contactos libres con balón, con ambos perfiles."
PAREJA-AVANZADO-60,Pareja · avanzado · 60 min,2,avanzado,60,1,Sesión completa A · trabaja todas las áreas,2,ejercicio,PAR-21,Conducción en espejo con cambios,5,Conducción en espejo con cambios
PAREJA-AVANZADO-60,Pareja · avanzado · 60 min,2,avanzado,60,1,Sesión completa A · trabaja todas las áreas,3,ejercicio,PAR-03,Pared y devolución,5,Pared y devolución
PAREJA-AVANZADO-60,Pareja · avanzado · 60 min,2,avanzado,60,1,Sesión completa A · trabaja todas las áreas,4,ejercicio,PAR-20,Primer toque alterno,5,Primer toque alterno
PAREJA-AVANZADO-60,Pareja · avanzado · 60 min,2,avanzado,60,1,Sesión completa A · trabaja todas las áreas,5,ejercicio,PAR-17,Desafío de puertas cronometrado,5,Desafío de puertas cronometrado
PAREJA-AVANZADO-60,Pareja · avanzado · 60 min,2,avanzado,60,1,Sesión completa A · trabaja todas las áreas,6,ejercicio,PAR-07,Rondo 1 contra 1 con apoyo,5,Rondo 1 contra 1 con apoyo
PAREJA-AVANZADO-60,Pareja · avanzado · 60 min,2,avanzado,60,1,Sesión completa A · trabaja todas las áreas,7,ejercicio,PAR-22,"Ruptura, apoyo y descarga",5,"Ruptura, apoyo y descarga"
PAREJA-AVANZADO-60,Pareja · avanzado · 60 min,2,avanzado,60,1,Sesión completa A · trabaja todas las áreas,8,ejercicio,PAR-10,Reacción por dos puertas,5,Reacción por dos puertas
PAREJA-AVANZADO-60,Pareja · avanzado · 60 min,2,avanzado,60,1,Sesión completa A · trabaja todas las áreas,9,ejercicio,PAR-19,"Pared, cruce y finalización",5,"Pared, cruce y finalización"
PAREJA-AVANZADO-60,Pareja · avanzado · 60 min,2,avanzado,60,1,Sesión completa A · trabaja todas las áreas,10,ejercicio,PAR-12,Combinación y tiro,5,Combinación y tiro
PAREJA-AVANZADO-60,Pareja · avanzado · 60 min,2,avanzado,60,1,Sesión completa A · trabaja todas las áreas,11,ejercicio,PAR-05,Espejo con balón,5,Espejo con balón
PAREJA-AVANZADO-60,Pareja · avanzado · 60 min,2,avanzado,60,1,Sesión completa A · trabaja todas las áreas,12,vuelta_calma,,,5,"Toques suaves, estiramientos y respiración."
PAREJA-AVANZADO-60,Pareja · avanzado · 60 min,2,avanzado,60,2,Sesión completa B · trabaja todas las áreas,1,calentamiento,,,5,"Movilidad, activación y contactos libres con balón, con ambos perfiles."
PAREJA-AVANZADO-60,Pareja · avanzado · 60 min,2,avanzado,60,2,Sesión completa B · trabaja todas las áreas,2,ejercicio,PAR-05,Espejo con balón,5,Espejo con balón
PAREJA-AVANZADO-60,Pareja · avanzado · 60 min,2,avanzado,60,2,Sesión completa B · trabaja todas las áreas,3,ejercicio,PAR-08,Desmarque en diagonal,5,Desmarque en diagonal
PAREJA-AVANZADO-60,Pareja · avanzado · 60 min,2,avanzado,60,2,Sesión completa B · trabaja todas las áreas,4,ejercicio,PAR-04,Control cruzado,5,Control cruzado
PAREJA-AVANZADO-60,Pareja · avanzado · 60 min,2,avanzado,60,2,Sesión completa B · trabaja todas las áreas,5,ejercicio,PAR-14,Reloj de pases,5,Reloj de pases
PAREJA-AVANZADO-60,Pareja · avanzado · 60 min,2,avanzado,60,2,Sesión completa B · trabaja todas las áreas,6,ejercicio,PAR-16,Protección con oposición,5,Protección con oposición
PAREJA-AVANZADO-60,Pareja · avanzado · 60 min,2,avanzado,60,2,Sesión completa B · trabaja todas las áreas,7,ejercicio,PAR-18,Pase al espacio,5,Pase al espacio
PAREJA-AVANZADO-60,Pareja · avanzado · 60 min,2,avanzado,60,2,Sesión completa B · trabaja todas las áreas,8,ejercicio,PAR-23,Transición y decisión,5,Transición y decisión
PAREJA-AVANZADO-60,Pareja · avanzado · 60 min,2,avanzado,60,2,Sesión completa B · trabaja todas las áreas,9,ejercicio,PAR-24,Pared y finalización de primeras,5,Pared y finalización de primeras
PAREJA-AVANZADO-60,Pareja · avanzado · 60 min,2,avanzado,60,2,Sesión completa B · trabaja todas las áreas,10,ejercicio,PAR-12,Combinación y tiro,5,Combinación y tiro
PAREJA-AVANZADO-60,Pareja · avanzado · 60 min,2,avanzado,60,2,Sesión completa B · trabaja todas las áreas,11,ejercicio,PAR-21,Conducción en espejo con cambios,5,Conducción en espejo con cambios
PAREJA-AVANZADO-60,Pareja · avanzado · 60 min,2,avanzado,60,2,Sesión completa B · trabaja todas las áreas,12,vuelta_calma,,,5,"Toques suaves, estiramientos y respiración."
PAREJA-AVANZADO-60,Pareja · avanzado · 60 min,2,avanzado,60,3,Sesión completa C · trabaja todas las áreas,1,calentamiento,,,5,"Movilidad, activación y contactos libres con balón, con ambos perfiles."
PAREJA-AVANZADO-60,Pareja · avanzado · 60 min,2,avanzado,60,3,Sesión completa C · trabaja todas las áreas,2,ejercicio,PAR-21,Conducción en espejo con cambios,5,Conducción en espejo con cambios
PAREJA-AVANZADO-60,Pareja · avanzado · 60 min,2,avanzado,60,3,Sesión completa C · trabaja todas las áreas,3,ejercicio,PAR-11,Pases en movimiento paralelo,5,Pases en movimiento paralelo
PAREJA-AVANZADO-60,Pareja · avanzado · 60 min,2,avanzado,60,3,Sesión completa C · trabaja todas las áreas,4,ejercicio,PAR-15,Control aéreo y apoyo,5,Control aéreo y apoyo
PAREJA-AVANZADO-60,Pareja · avanzado · 60 min,2,avanzado,60,3,Sesión completa C · trabaja todas las áreas,5,ejercicio,PAR-06,Pase entre puertas,5,Pase entre puertas
PAREJA-AVANZADO-60,Pareja · avanzado · 60 min,2,avanzado,60,3,Sesión completa C · trabaja todas las áreas,6,ejercicio,PAR-07,Rondo 1 contra 1 con apoyo,5,Rondo 1 contra 1 con apoyo
PAREJA-AVANZADO-60,Pareja · avanzado · 60 min,2,avanzado,60,3,Sesión completa C · trabaja todas las áreas,7,ejercicio,PAR-22,"Ruptura, apoyo y descarga",5,"Ruptura, apoyo y descarga"
PAREJA-AVANZADO-60,Pareja · avanzado · 60 min,2,avanzado,60,3,Sesión completa C · trabaja todas las áreas,8,ejercicio,PAR-10,Reacción por dos puertas,5,Reacción por dos puertas
PAREJA-AVANZADO-60,Pareja · avanzado · 60 min,2,avanzado,60,3,Sesión completa C · trabaja todas las áreas,9,ejercicio,PAR-25,Centro raso y remate,5,Centro raso y remate
PAREJA-AVANZADO-60,Pareja · avanzado · 60 min,2,avanzado,60,3,Sesión completa C · trabaja todas las áreas,10,ejercicio,PAR-12,Combinación y tiro,5,Combinación y tiro
PAREJA-AVANZADO-60,Pareja · avanzado · 60 min,2,avanzado,60,3,Sesión completa C · trabaja todas las áreas,11,ejercicio,PAR-05,Espejo con balón,5,Espejo con balón
PAREJA-AVANZADO-60,Pareja · avanzado · 60 min,2,avanzado,60,3,Sesión completa C · trabaja todas las áreas,12,vuelta_calma,,,5,"Toques suaves, estiramientos y respiración."
